modelling_index,brand,year,model,title,used_or_new,transmission,engine_size_litres,drive_type,fuel_type,fuel_consumption_per_100km,kilometres,cylinders,body_type,doors,seats,price,colour_ext,colour_int,region,state,vehicle_age,km_per_year 
7673,Ford,2015,Ranger,2015 Ford Ranger XL 2.2 (4X4),USED,Automatic,2.2,4WD,Diesel,9.4,265147,4,Ute / Tray,4,5,19990,,,Southport,QLD,8,33143.375
7674,Kia,2021,Sorento,2021 Kia Sorento Sport+ 7 Seat,USED,Automatic,2.2,AWD,Diesel,6.1,30738,4,SUV,4,7,57990,Grey,Black,Berwick,VIC,2,15369.0
7675,Mercedes-Benz,2013,A200,2013 Mercedes-Benz A200 CDI BE,USED,Automatic,1.8,Front,Diesel,4.6,105000,4,Hatchback,5,5,24877,Silver,Black,Bundoora,VIC,10,10500.0
7676,Holden,2015,Cascada,2015 Holden Cascada,USED,Automatic,1.6,Front,Premium,7.5,138834,4,Convertible,2,4,16950,Silver,,Seaford,VIC,8,17354.25
7677,Toyota,2020,Corolla,2020 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,1.8,Front,Hybrid,3.5,58712,4,Sedan,4,5,32490,Silver,Black,CAMBERWELL,VIC,3,19570.666666666668
7678,Nissan,2015,Pathfinder,2015 Nissan Pathfinder ST-L (4X2),USED,Automatic,3.5,Front,Premium,9.9,106085,6,SUV,4,7,21990,Blue,,Coburg North,VIC,8,13260.625
7679,Toyota,2016,Landcruiser,2016 Toyota Landcruiser GXL (4X4) 2 Seat,USED,Manual,4.5,4WD,Diesel,10.7,98245,8,SUV,4,5,82888,White,Grey,Ferntree Gully,VIC,7,14035.0
7680,Toyota,2007,Corolla,2007 Toyota Corolla Levin ZR,USED,Automatic,1.8,Front,Unleaded,7.7,176897,4,Hatchback,5,5,12496,,,Moorabbin,VIC,16,11056.0625
7681,Isuzu,2015,D-MAX,2015 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,3.0,Rear,Diesel,7.9,95211,4,Ute / Tray,4,5,27888,White,Grey,Ferntree Gully,VIC,8,11901.375
7682,Mitsubishi,2019,ASX,2019 Mitsubishi ASX ES (2WD),USED,Automatic,2.0,Front,Unleaded,7.6,33181,4,SUV,4,5,27500,White,Black,SOUTH MORANG,VIC,4,8295.25
7683,Hyundai,2017,Santa,2017 Hyundai Santa FE Active X,USED,Automatic,3.3,Front,Unleaded,10.5,145937,6,SUV,4,7,29888,White,Black,Helensvale,QLD,6,24322.833333333332
7684,Mitsubishi,2008,Lancer,2008 Mitsubishi Lancer ES Sportback,USED,Manual,2.0,Front,Unleaded,7.9,152072,4,Hatchback,5,5,6999,Silver,Black,Mordialloc,VIC,15,10138.133333333333
7685,Suzuki,2023,Jimny,2023 Suzuki Jimny Heritage Limited Edition,USED,Manual,1.5,AWD,,6.4,11,4,SUV,2,4,42000,Green,Black,Burleigh Heads,QLD,0,11.0
7686,Toyota,2017,Kluger,2017 Toyota Kluger GXL AWD,USED,Automatic,,Other,Unleaded,,92461,,Wagon,,,38990,Red,Black,Lilydale,VIC,6,15410.166666666666
7687,Mazda,2022,CX-8,2022 Mazda CX-8 Asaki LE (awd),USED,Automatic,2.2,AWD,Diesel,6.0,10249,4,SUV,4,7,61990,Red,Leather,Pakenham,VIC,1,10249.0
7688,Mitsubishi,2006,Pajero,2006 Mitsubishi Pajero GLS LWB (4X4),USED,Manual,3.2,4WD,Diesel,0.0,342530,4,SUV,4,7,12975,White,,Officer,VIC,17,20148.823529411766
7689,Nissan,2021,Navara,2021 Nissan Navara ST (4X4),USED,Automatic,2.3,4WD,Diesel,7.9,63638,4,Ute / Tray,4,5,49999,White,Black,Ferntree Gully,VIC,2,31819.0
7690,Subaru,2017,WRX,2017 Subaru WRX STI (wing),USED,Manual,2.5,AWD,Premium,10.4,77502,4,Sedan,4,5,49990,White,Black,Southport,QLD,6,12917.0
7691,Toyota,2011,Landcruiser,2011 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,3.0,4WD,Diesel,8.5,221604,4,SUV,4,7,34999,White,Grey,Ringwood,VIC,12,18467.0
7692,Toyota,2011,HiAce,2011 Toyota HiAce Commuter,USED,Automatic,3.0,Rear,Diesel,8.0,164915,4,People Mover,3,14,35988,White,,Braybrook,VIC,12,13742.916666666666
7693,Toyota,2007,Corolla,2007 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.7,175184,4,Hatchback,5,5,11990,White,Black,Ringwood,VIC,16,10949.0
7694,BMW,2015,X5,2015 BMW X5 Xdrive 30D,USED,Automatic,3.0,AWD,Diesel,6.2,62987,6,SUV,4,5,47880,White,Dakota Leather,Berwick,VIC,8,7873.375
7695,Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.4,57216,4,Hatchback,5,5,20990,Silver,,Tweed Heads South,NSW,3,19072.0
7696,Volvo,2019,XC40,2019 Volvo XC40 T4 Inscription (awd),USED,Automatic,2.0,AWD,Premium,7.4,90960,4,SUV,4,5,36990,Blue,Tan,Southport,QLD,4,22740.0
7697,Fiat,2020,500,2020 Fiat 500 Lounge,USED,Automatic,1.2,Front,Unleaded,4.8,40532,4,Hatchback,3,4,21950,Red,,Moorabbin,VIC,3,13510.666666666666
7698,Lexus,1998,ES300,1998 Lexus ES300 S,USED,Automatic,3.0,Front,Premium,11.5,149123,6,Sedan,4,5,7888,Grey,,Alphington,VIC,25,5964.92
7699,Ford,2008,Falcon,2008 Ford Falcon XL (lpg),USED,Automatic,4.0,Rear,LPG,15.1,205317,6,Ute / Tray,2,2,13888,Silver,,Moorabbin,VIC,15,13687.8
7700,Mazda,2017,CX-5,2017 Mazda CX-5 Akera (4X4),USED,Automatic,2.2,AWD,Diesel,5.7,27154,4,SUV,4,5,34990,Blue,Stnd,Tweed Heads South,NSW,6,4525.666666666667
7701,Ford,2017,Everest,2017 Ford Everest Ambiente (rwd 5 Seat),USED,Automatic,3.2,Rear,Diesel,8.4,75041,5,SUV,4,5,39499,Silver,Black Cloth,Berwick,VIC,6,12506.833333333334
7702,Fiat,2013,500,2013 Fiat 500 Sport,USED,Automatic,1.4,Front,Premium,6.3,75164,4,Convertible,2,4,10990,Black,Black,Carrum Downs,VIC,10,7516.4
7703,Subaru,2019,XV,2019 Subaru XV 2.0I-S,USED,Automatic,2.0,AWD,Unleaded,7.0,30727,4,SUV,4,5,36490,White,Black,Southport,QLD,4,7681.75
7704,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX-R (4X4),USED,Manual,2.5,4WD,Diesel,8.3,214470,4,Ute / Tray,4,5,19999,White,Grey,Bayswater,VIC,8,26808.75
7705,Honda,2009,Accord,2009 Honda Accord VTI Luxury,USED,Automatic,2.4,Front,Unleaded,8.8,208052,4,Sedan,4,5,12990,,,Dingley Village,VIC,14,14860.857142857143
7706,Kia,2019,Seltos,2019 Kia Seltos GT Line (awd),USED,Automatic,1.6,AWD,Unleaded,7.6,78121,4,SUV,4,5,36990,Blue,,Coburg North,VIC,4,19530.25
7707,Mazda,2018,CX-8,2018 Mazda CX-8 Asaki (awd),USED,Automatic,2.2,AWD,Diesel,6.0,123124,4,SUV,4,7,39990,Red,Black,Upper Ferntree Gully,VIC,5,24624.8
7708,Mercedes-Benz,2019,C200,2019 Mercedes-Benz C200,USED,Automatic,2.0,Rear,Unleaded,7.0,40960,4,Sedan,4,5,56990,Grey,Leather,Springvale,VIC,4,10240.0
7709,Ford,2010,Fiesta,2010 Ford Fiesta CL,USED,Manual,1.6,Front,Unleaded,6.1,145800,4,Hatchback,5,5,7990,White,,Ringwood,VIC,13,11215.384615384615
7710,Mazda,2021,CX-3,2021 Mazda CX-3 NEO Sport (fwd),USED,Automatic,2.0,Front,Unleaded,6.3,26958,4,SUV,4,5,28990,White,Black,Pakenham,VIC,2,13479.0
7711,Kia,2019,Sportage,2019 Kia Sportage GT-Line (awd),USED,Automatic,2.4,AWD,Unleaded,8.5,71743,4,SUV,4,5,38490,White,Black,CAMBERWELL,VIC,4,17935.75
7712,Nissan,2015,X-Trail,2015 Nissan X-Trail ST-L (fwd),USED,Automatic,2.5,Front,Unleaded,7.9,142653,4,SUV,4,5,18750,Black,Grey,Coorparoo,QLD,8,17831.625
7713,Toyota,2005,Landcruiser,2005 Toyota Landcruiser (4X4) 11 Seat,USED,Manual,4.2,4WD,Diesel,0.0,297300,6,SUV,2,11,34999,White,Grey,Ferntree Gully,VIC,18,16516.666666666668
7714,Kia,2018,Stinger,2018 Kia Stinger GT (black Leather),USED,Automatic,3.3,Rear,Unleaded,10.2,109163,6,Sedan,4,5,47705,Grey,Red Leather,Epping,VIC,5,21832.6
7715,Kia,2021,Sportage,2021 Kia Sportage GT-Line (awd),USED,Automatic,2.0,AWD,Diesel,6.3,17121,4,SUV,4,5,64990,Blue,Black,Berwick,VIC,2,8560.5
7716,Subaru,2012,XV,2012 Subaru XV 2.0I-L,USED,Manual,2.0,AWD,Unleaded,7.3,185230,4,SUV,4,5,13999,Silver,,Biggera Waters,QLD,11,16839.090909090908
7717,Toyota,2003,Corolla,2003 Toyota Corolla Conquest Seca,USED,Automatic,1.8,Front,Unleaded,7.8,191421,4,Hatchback,5,5,7999,,,Avondale Heights,VIC,20,9571.05
7718,Mazda,2021,CX-30,2021 Mazda CX-30 G20 Evolve (fwd),USED,Automatic,2.0,Front,Unleaded,6.5,6979,4,SUV,4,5,35498,Grey,Black Cloth,Berwick,VIC,2,3489.5
7719,Mercedes-Benz,2014,GL63,2014 Mercedes-Benz GL63 AMG,USED,Automatic,5.5,AWD,Premium,12.3,107800,8,SUV,4,7,62990,Silver,,Thomastown,VIC,9,11977.777777777777
7720,Genesis,2022,G70,2022 Genesis G70 3.3T Sport,USED,Automatic,3.3,Rear,Premium,10.2,3751,6,Sedan,4,5,99888,White,Black,Ferntree Gully,VIC,1,3751.0
7721,Mercedes-Benz,2022,GLC,2022 Mercedes-Benz GLC 200,USED,Automatic,2.0,Rear,Premium,8.0,25507,4,SUV,4,5,72800,Grey,Black Artico,Mulgrave,VIC,1,25507.0
7722,Mazda,2007,2,2007 Mazda 2 Maxx,USED,Automatic,1.5,Front,Unleaded,6.8,197765,4,Hatchback,5,5,9999,,,Avondale Heights,VIC,16,12360.3125
7723,Kia,2021,Seltos,2021 Kia Seltos Sport (fwd),USED,Automatic,2.0,Front,Unleaded,6.8,29890,4,SUV,4,5,34999,Grey,Grey Cloth,Berwick,VIC,2,14945.0
7724,Toyota,2020,Corolla,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,57270,4,Hatchback,5,5,28990,White,Black Fabric,Tweed Heads South,NSW,3,19090.0
7725,Toyota,2020,Camry,2020 Toyota Camry Ascent (hybrid),USED,Automatic,2.5,Front,Hybrid,4.2,45220,4,Sedan,4,5,39950,White,,Moorabbin,VIC,3,15073.333333333334
7726,Toyota,2019,Landcruiser,2019 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,4WD,Diesel,10.7,75501,8,Ute / Tray,2,3,78990,White,Grey,Southport,QLD,4,18875.25
7727,Audi,2018,Q7,2018 Audi Q7 3.0 TDI Quattro (160KW),USED,Automatic,3.0,AWD,Diesel,5.9,156322,6,SUV,4,7,48990,Silver,Black,Southport,QLD,5,31264.4
7728,Toyota,2005,Echo,2005 Toyota Echo,USED,Automatic,1.3,Front,Unleaded,6.7,80923,4,Hatchback,5,5,8999,Silver,,Rocklea,QLD,18,4495.722222222223
7729,Mercedes-Benz,2022,A180,2022 Mercedes-Benz A180,USED,Automatic,1.3,Front,Unleaded,5.7,3785,4,Hatchback,5,5,59800,White,Black Dinamica,Mulgrave,VIC,1,3785.0
7730,Ford,2020,Mustang,2020 Ford Mustang 2.3 Gtdi,USED,Automatic,2.3,Rear,Unleaded,9.5,11487,4,Hatchback,2,4,59990,Red,Black,Berwick,VIC,3,3829.0
7731,Honda,2002,CR-V,2002 Honda CR-V (4X4),USED,Automatic,2.4,4WD,Unleaded,9.0,245388,4,SUV,4,5,6990,Blue,Grey,Bayswater,VIC,21,11685.142857142857
7732,Nissan,2017,Navara,2017 Nissan Navara ST-X (4X4) (sunroof),USED,Automatic,2.3,4WD,Diesel,7.0,98350,4,Ute / Tray,4,5,40990,Red,Black,Lilydale,VIC,6,16391.666666666668
7733,Holden,2018,Commodore,2018 Holden Commodore RS,USED,Automatic,2.0,Front,Premium,7.6,54000,4,Hatchback,5,5,29950,White,,Moorabbin,VIC,5,10800.0
7734,Toyota,2016,Landcruiser,2016 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,4WD,Diesel,11.5,267016,8,Ute / Tray,2,3,62990,White,Grey,Pakenham,VIC,7,38145.142857142855
7735,Mercedes-Benz,2021,GLC,2021 Mercedes-Benz GLC 200,USED,Automatic,2.0,Rear,Premium,7.8,20830,4,SUV,4,5,69800,White,Black Artico,Mulgrave,VIC,2,10415.0
7736,Lexus,2014,IS250,2014 Lexus IS250 F Sport,USED,Automatic,2.5,Rear,Premium,9.2,139898,6,Sedan,4,5,26990,Grey,,Coburg North,VIC,9,15544.222222222223
7737,Mazda,2008,CX-9,2008 Mazda CX-9 Luxury,USED,Automatic,3.7,4WD,Unleaded,13.0,176879,6,SUV,4,7,13999,White,Black,Carrum Downs,VIC,15,11791.933333333332
7738,BMW,2016,X4,2016 BMW X4 Xdrive 20I,USED,Automatic,2.0,AWD,Premium,7.3,50800,4,SUV,5,5,46932,White,Black,Ringwood,VIC,7,7257.142857142857
7739,Hyundai,2015,Accent,2015 Hyundai Accent Active,USED,Automatic,1.6,Front,Unleaded,6.4,103217,4,Hatchback,5,5,15410,White,,Frankston,VIC,8,12902.125
7740,Mercedes-Benz,2023,C200,2023 Mercedes-Benz C200 AMG Line Plus Edition,USED,Automatic,2.0,Rear,Unleaded,7.0,8008,4,Coupe,2,4,99800,Grey,Black Leather,Mulgrave,VIC,0,8008.0
7741,Mazda,2006,MX-5,2006 Mazda MX-5,USED,Manual,2.0,Rear,Premium,8.5,196657,4,Convertible,2,2,17790,Grey,Grey,Bayswater,VIC,17,11568.058823529413
7742,Mitsubishi,2013,Lancer,2013 Mitsubishi Lancer ES,USED,Manual,2.0,Front,Unleaded,6.9,53414,4,Sedan,4,5,16490,Black,,Kedron,QLD,10,5341.4
7743,Toyota,2019,Kluger,2019 Toyota Kluger GXL (4X2),USED,Automatic,3.5,Front,Unleaded,9.1,56006,6,SUV,4,7,48850,Grey,Black Leather Accented,Nunawading,VIC,4,14001.5
7744,Volkswagen,2013,Touareg,2013 Volkswagen Touareg 150 TDI,USED,Automatic,3.0,AWD,Diesel,7.2,130000,6,SUV,4,5,31999,Brown,,Moorabbin,VIC,10,13000.0
7745,Mercedes-Benz,2019,C200,2019 Mercedes-Benz C200,USED,Automatic,2.0,Rear,Unleaded,7.0,31359,4,Coupe,2,4,67868,Silver,Black Artico,Epping,VIC,4,7839.75
7746,Holden,2005,Crewman,2005 Holden Crewman S,USED,Automatic,3.6,Rear,Unleaded,0.0,250131,6,Ute / Tray,4,5,10989,Black,,Nerang,QLD,18,13896.166666666666
7747,Mercedes-Benz,2023,Vito,2023 Mercedes-Benz Vito VS20 116 CDI LWB RWD,USED,Automatic,2.0,Rear,Diesel,7.1,501,4,Commercial,5,2,69800,White,Black,Narre Warren,VIC,0,501.0
7748,Subaru,2012,XV,2012 Subaru XV 2.0I,USED,Manual,2.0,AWD,Unleaded,7.3,110900,4,SUV,4,5,13999,Silver,,Archerfield,QLD,11,10081.818181818182
7749,Toyota,2000,Hilux,2000 Toyota Hilux (4X4),USED,Manual,3.0,4WD,Diesel,0.0,241621,4,Ute / Tray,2,3,19990,White,Blue,Nunawading,VIC,23,10505.260869565218
7750,Mercedes-Benz,2021,A180,2021 Mercedes-Benz A180,USED,Automatic,1.3,Front,Unleaded,5.7,29087,4,Sedan,4,5,49990,Grey,Black,Berwick,VIC,2,14543.5
7751,Holden,2016,Commodore,2016 Holden Commodore SV6 Black Pack,USED,Automatic,3.6,Rear,Unleaded,9.5,60712,6,Sedan,4,5,29888,Black,,Albion,QLD,7,8673.142857142857
7753,Jaguar,2018,XE,2018 Jaguar XE 20T (147KW) R-Sport,USED,Automatic,2.0,Rear,Premium,6.3,94507,4,Sedan,4,5,34888,White,Black,Albion,QLD,5,18901.4
7754,Toyota,2021,Fortuner,2021 Toyota Fortuner Crusade,USED,Automatic,2.8,4WD,Diesel,7.6,32875,4,SUV,4,7,69490,White,,Preston,VIC,2,16437.5
7755,Honda,2016,CR-V,2016 Honda CR-V VTI-L (4X2),USED,Automatic,2.0,Front,Unleaded,7.7,46617,4,SUV,4,5,24991,White,,Capalaba,QLD,7,6659.571428571428
7756,Nissan,2013,Dualis,2013 Nissan Dualis ST (4X2),USED,Manual,2.0,Front,Unleaded,8.1,83477,4,SUV,4,5,17990,,,Ringwood,VIC,10,8347.7
7757,Toyota,2023,RAV4,2023 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,2.5,Front,Hybrid,4.8,50,4,SUV,5,5,70500,Grey,Black,Bundoora,VIC,0,50.0
7758,Audi,2018,Q5,2018 Audi Q5 2.0 Tfsi Quattro Sport,USED,Automatic,2.0,AWD,Premium,7.3,68954,4,SUV,4,5,43490,Green,Black,Robina,QLD,5,13790.8
7759,Hyundai,2016,Accent,2016 Hyundai Accent Active,USED,Automatic,1.4,Front,Unleaded,6.2,111236,4,Hatchback,5,5,14888,Red,Black,Port Melbourne,VIC,7,15890.857142857143
7760,Nissan,2016,X-Trail,2016 Nissan X-Trail ST-L (fwd),USED,Automatic,2.5,Front,Unleaded,7.9,104922,4,SUV,4,5,26999,White,,Bundoora,VIC,7,14988.857142857143
7761,Jeep,2022,Gladiator,2022 Jeep Gladiator Night Eagle (4X4),USED,Automatic,3.6,4WD,Unleaded,12.4,11980,6,Ute / Tray,4,5,74977,Green,Black,Bundoora,VIC,1,11980.0
7762,Mitsubishi,2015,ASX,2015 Mitsubishi ASX LS (4WD),USED,Automatic,2.3,4WD,Diesel,7.4,159820,4,SUV,4,5,18990,Red,,Warragul,VIC,8,19977.5
7763,Hyundai,2016,Accent,2016 Hyundai Accent Active,USED,Automatic,1.4,Front,Unleaded,6.2,223343,4,Hatchback,5,5,12990,White,,Seaford,VIC,7,31906.14285714286
7764,Toyota,2016,Hilux,2016 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,260180,4,Ute / Tray,4,5,41900,Silver,Black,Bundoora,VIC,7,37168.57142857143
7765,Peugeot,2021,2008,2021 Peugeot 2008 Allure,USED,Automatic,1.2,Front,Premium,6.1,36563,3,SUV,4,5,28490,White,,Tweed Heads South,NSW,2,18281.5
7766,Kia,2021,Carnival,2021 Kia Carnival S,USED,Automatic,2.2,Front,Diesel,6.5,122545,4,Wagon,4,8,42888,Grey,Black,Helensvale,QLD,2,61272.5
7767,Mazda,2009,6,2009 Mazda 6 Classic,USED,Automatic,2.5,Front,Premium,8.9,200729,4,Wagon,4,5,11499,Silver,,Mount Gravatt,QLD,14,14337.785714285714
7768,Lexus,2021,IS300H,2021 Lexus IS300H F Sport +EP1 Hybrid,USED,,2.5,Rear,Hybrid,5.1,37340,4,Sedan,4,5,74873,Grey,White,Berwick,VIC,2,18670.0
7769,Mercedes-Benz,2022,A250,2022 Mercedes-Benz A250 4Matic,USED,Automatic,2.0,AWD,Premium,6.8,2189,4,Hatchback,5,5,64868,Yellow,Black,Epping,VIC,1,2189.0
7770,MG,2020,HS,2020 MG HS Essence,USED,Automatic,,Front,Premium,,20204,,SUV,,,29900,Red,Black,Robina,QLD,3,6734.666666666667
7771,Toyota,2013,Yaris,2013 Toyota Yaris YR,USED,Automatic,1.3,Front,Unleaded,6.3,169747,4,Hatchback,5,5,13499,Red,,Dandenong,VIC,10,16974.7
7772,Skoda,2012,Octavia,2012 Skoda Octavia 103 TDI,USED,Automatic,2.0,Front,Diesel,5.5,141124,4,Hatchback,5,5,12950,Grey,Grey,Port Melbourne,VIC,11,12829.454545454546
7773,Toyota,2017,Hilux,2017 Toyota Hilux SR5 (4X4),USED,Manual,2.8,4WD,Diesel,7.6,153203,4,Ute / Tray,4,5,44987,White,Black,Southport,QLD,6,25533.833333333332
7774,Ford,2010,Focus,2010 Ford Focus LX,USED,Automatic,2.0,Front,Unleaded,8.2,170000,4,Hatchback,5,5,7990,Blue,,Moorabbin,VIC,13,13076.923076923076
7775,Volkswagen,2015,Tiguan,2015 Volkswagen Tiguan 132 TSI (4X4),USED,Automatic,2.0,AWD,Premium,8.8,78840,4,SUV,4,5,24990,Black,Titanium Black,Mulgrave,VIC,8,9855.0
7776,Mercedes-Benz,2003,ML350,2003 Mercedes-Benz ML350 Luxury (4X4),USED,Automatic,3.7,4WD,Unleaded,18.6,175420,6,SUV,4,5,8990,Silver,Black,Thomastown,VIC,20,8771.0
7777,Mazda,2019,CX-9,2019 Mazda CX-9 Azami SKYACTIV-Drive i-ACTIV AWD LE,USED,Automatic,,Other,Unleaded,,49602,,Wagon,,,50888,Black,Black,HEIDELBERG,VIC,4,12400.5
7778,Hyundai,2022,I30,2022 Hyundai I30 N Line Premium,USED,Automatic,1.6,Front,Unleaded,6.8,12449,4,Sedan,4,5,42705,White,Black,Epping,VIC,1,12449.0
7779,Kia,2014,Optima,2014 Kia Optima SI,USED,Automatic,2.4,Front,Unleaded,7.9,180713,4,Sedan,4,5,16990,Grey,Black,West Footscray,VIC,9,20079.222222222223
7780,Volkswagen,2018,Tiguan,2018 Volkswagen Tiguan Allspace 110 TSI Comfortline,USED,Automatic,1.4,Front,Premium,6.6,72674,4,SUV,4,7,33888,Grey,Black Leather,Burwood,VIC,5,14534.8
7781,Kia,2022,Sorento,2022 Kia Sorento Sport+ 7 Seat,USED,Automatic,2.2,AWD,Diesel,6.1,17071,4,SUV,4,7,59990,Silver,Black,Berwick,VIC,1,17071.0
7782,Toyota,2012,Kluger,2012 Toyota Kluger KX-R (4X4) 5 Seat,USED,Automatic,3.5,4WD,Unleaded,11.0,150459,6,SUV,4,5,20906,Silver,Black,Rocklea,QLD,11,13678.09090909091
7783,Skoda,2021,Octavia,2021 Skoda Octavia RS,USED,Automatic,2.0,Front,Premium,6.8,19670,4,Sedan,4,5,51500,Red,Black,Nunawading,VIC,2,9835.0
7784,Kia,2009,Grand,2009 Kia Grand Carnival EXE,USED,Automatic,3.8,Front,Unleaded,12.8,105213,6,Wagon,4,8,19990,White,,Moorabbin,VIC,14,7515.214285714285
7785,Isuzu,2018,MU-X,2018 Isuzu MU-X LS-M (4X4),USED,Automatic,3.0,4WD,Diesel,8.1,120425,4,SUV,4,7,41990,Silver,Grey,Pakenham,VIC,5,24085.0
7787,Honda,2018,City,2018 Honda City VTI,USED,Automatic,1.5,Front,Unleaded,5.8,56313,4,Sedan,4,5,22990,Red,Black,Pinkenba,QLD,5,11262.6
7788,BMW,2008,320I,2008 BMW 320I Executive,USED,Automatic,2.0,Rear,Unleaded,8.0,139696,4,Sedan,4,5,11990,Blue,Beige,Dingley Village,VIC,15,9313.066666666668
7789,Holden,2019,Colorado,2019 Holden Colorado LS (4X4),USED,Automatic,2.8,4WD,Diesel,8.6,78301,4,Ute / Tray,4,5,37999,White,Black,Ferntree Gully,VIC,4,19575.25
7790,Hyundai,2009,Tucson,2009 Hyundai Tucson City SX,USED,Manual,2.0,Front,Unleaded,8.0,116201,4,SUV,4,5,8990,White,,Fawkner,VIC,14,8300.07142857143
7791,Kia,2020,Sportage,2020 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,52604,4,SUV,4,5,31990,White,,Frankston,VIC,3,17534.666666666668
7792,BMW,2022,2,2022 BMW 2 M240I Xdrive,USED,Automatic,3.0,AWD,Premium,8.0,19800,6,Coupe,2,4,91890,Grey,Black Leather,Burwood,VIC,1,19800.0
7793,Mitsubishi,2012,Lancer,2012 Mitsubishi Lancer es cj my12,USED,Automatic,,Front,Unleaded,,178297,,,,,10998,Blue,,Albion,QLD,11,16208.818181818182
7794,Nissan,2013,Dualis,2013 Nissan Dualis ST (4X2),USED,Manual,2.0,Front,Unleaded,8.1,218776,4,SUV,4,5,9995,Grey,,Moorooka,QLD,10,21877.6
7795,Renault,2022,Arkana,2022 Renault Arkana ZEN,USED,Automatic,1.3,Front,Unleaded,6.0,1781,4,SUV,4,5,36500,White,,SOUTH MORANG,VIC,1,1781.0
7796,Toyota,2010,Vellfire,2010 Toyota Vellfire,USED,Automatic,,Front,Premium,,104500,,Wagon,,,25000,Black,Black,Epping,VIC,13,8038.461538461538
7797,Mazda,2009,3,2009 Mazda 3 NEO Sport,USED,Manual,2.0,Front,Unleaded,8.2,197235,4,Hatchback,5,5,7999,Black,,Ringwood,VIC,14,14088.214285714286
7798,Isuzu,2016,MU-X,2016 Isuzu MU-X LS-T (4X2),USED,Automatic,3.0,Rear,Diesel,8.4,55193,4,SUV,4,7,29991,White,,Capalaba,QLD,7,7884.714285714285
7799,Ford,2023,Puma,2023 Ford Puma,USED,Automatic,1.0,Front,Premium,5.3,1875,3,SUV,5,5,34990,White,,Ferntree Gully,VIC,0,1875.0
7800,Toyota,2022,RAV4,2022 Toyota RAV4 GX (2WD),USED,Automatic,2.0,Front,Unleaded,6.0,9408,4,SUV,5,5,46990,White,,Narre Warren,VIC,1,9408.0
7801,Honda,2020,CR-V,2020 Honda CR-V VTI-S (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,35711,4,SUV,4,5,35888,Black,Black,HEIDELBERG,VIC,3,11903.666666666666
7802,Toyota,2020,Camry,2020 Toyota Camry Ascent Hybrid,USED,Automatic,2.5,Front,Hybrid,4.2,60511,4,Sedan,4,5,41990,Blue,,Frankston,VIC,3,20170.333333333332
7803,Mazda,2014,CX-9,2014 Mazda CX-9 Classic (fwd),USED,Automatic,3.7,Front,Unleaded,11.0,305548,6,SUV,4,7,13990,Black,,Moorabbin,VIC,9,33949.77777777778
7804,Subaru,2005,Impreza,2005 Subaru Impreza WRX STI,USED,Manual,2.0,AWD,Premium,13.0,152252,4,Sedan,4,5,38000,Blue,Blue,Epping,VIC,18,8458.444444444445
7805,Mercedes-Benz,2019,A250,2019 Mercedes-Benz A250 4Matic AMG Line,USED,Automatic,2.0,AWD,Unleaded,6.6,84453,4,Hatchback,5,5,45990,Black,Leather,Pakenham,VIC,4,21113.25
7806,Toyota,2008,Landcruiser,2008 Toyota Landcruiser Prado GX (4X4),USED,Manual,3.0,4WD,Diesel,9.2,336843,4,SUV,4,8,14999,White,,Rocklea,QLD,15,22456.2
7807,Hyundai,2013,Elantra,2013 Hyundai Elantra Elite,USED,Automatic,1.8,Front,Unleaded,7.1,154552,4,Sedan,4,5,14990,Red,,Underwood,QLD,10,15455.2
7808,Mazda,2012,3,2012 Mazda 3 NEO,USED,Automatic,2.0,Front,Unleaded,8.2,196989,4,Sedan,4,5,11900,Grey,,Boronia,VIC,11,17908.090909090908
7809,Toyota,2014,Camry,2014 Toyota Camry Atara S,USED,Automatic,2.5,Front,Unleaded,7.8,213913,4,Sedan,4,5,15999,Brown,,Deer Park,VIC,9,23768.11111111111
7810,Hyundai,2013,I30,2013 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,6.9,68096,4,Hatchback,5,5,16980,Silver,Slate,Fawkner,VIC,10,6809.6
7811,Great,2013,Wall,2013 Great Wall V200 (4X4),USED,Manual,2.0,4WD,Diesel,8.3,127840,4,Ute / Tray,2,2,11990,White,,Moorabbin,VIC,10,12784.0
7812,Toyota,2000,Altezza,2000 Toyota Altezza Z EDITION,USED,Automatic,,Other,,,73358,,,,,17999,Silver,Black,Dingley Village,VIC,23,3189.478260869565
